"gene"	"probe"	"cor"	"p.val"	"p.adj"	"class"	"Trait"	"Tissue"
"SRR"	"cg04375931"	-0.404427021519266	0.000351906732074521	0.00431085746791289	"gene_body"	"Ancestry"	"ColonTransverse"
"SGCA"	"cg15756653"	-0.550532232196434	3.73970601462806e-07	1.16610833001584e-05	"gene_body"	"Ancestry"	"ColonTransverse"
"SNAI1"	"cg21424782"	-0.367179262350227	0.00129079512404874	0.0121299377410608	"gene_body"	"Ancestry"	"ColonTransverse"
"ESPNL"	"cg01112020"	-0.311464786625963	0.00690787353290251	0.0464588357212855	"gene_body"	"Ancestry"	"ColonTransverse"
"DNAJC15"	"cg15988970"	-0.566933390930097	1.39441251782492e-07	4.97473955615229e-06	"gene_body"	"Ancestry"	"ColonTransverse"
"CAMK1D"	"cg26169081"	-0.335022944959255	0.000325417366144218	0.00153137584067867	"promoter"	"Ancestry"	"Ovary"
"CAMK1D"	"cg09958065"	-0.345014631473975	0.000208617168070455	0.00111262489637576	"promoter"	"Ancestry"	"Ovary"
"C17orf97"	"cg15864601"	0.284170471797745	0.00250611819494366	0.00771113290751894	"promoter"	"Ancestry"	"Ovary"
"ADAL"	"cg27481594"	-0.411111825994038	7.39034285430584e-06	8.7362654077158e-05	"promoter"	"Ancestry"	"Ovary"
"DHRS4"	"cg26338427"	-0.386705359745297	2.76048397502311e-05	0.000276048397502311	"promoter"	"Ancestry"	"Ovary"
"PSPH"	"cg19921947"	0.304781288580521	0.00114408121609085	0.00397941292553338	"promoter"	"Ancestry"	"Ovary"
"DHRS4"	"cg16360247"	-0.322745542319819	0.000550747026982489	0.00231893485045259	"promoter"	"Ancestry"	"Ovary"
"STX1B"	"cg13243185"	0.371192924422131	6.05242357343069e-05	0.000461336675053909	"promoter"	"Ancestry"	"Ovary"
"ZNF671"	"cg24016939"	-0.293376224427804	0.00177813721692634	0.00592712405642112	"promoter"	"Ancestry"	"Ovary"
"PRH1"	"cg26983578"	0.367491474663364	7.2570879879689e-05	0.000483805865864593	"promoter"	"Ancestry"	"Ovary"
"C17orf97"	"cg20698501"	0.326029678723636	0.000479466081386131	0.00213096036171614	"promoter"	"Ancestry"	"Ovary"
"STX1B"	"cg04374711"	0.356225058917685	0.00012442062444662	0.000710974996837828	"promoter"	"Ancestry"	"Ovary"
"LRWD1"	"cg09648233"	-0.237520961123601	0.0120682541779268	0.0321820111411381	"promoter"	"Ancestry"	"Ovary"
"ZSWIM7"	"cg17743529"	-0.259454268098538	0.00596256743497007	0.0170359069570573	"promoter"	"Ancestry"	"Ovary"
"CDC25B"	"cg25011176"	-0.275117389032025	0.00347408115478897	0.0102935737919673	"promoter"	"Ancestry"	"Ovary"
"TOP1MT"	"cg07150404"	0.220854837465004	0.0198404507378634	0.0496011268446584	"promoter"	"Ancestry"	"Ovary"
"CAMK1D"	"cg00115178"	-0.370239784938572	6.34337928199125e-05	0.000461336675053909	"promoter"	"Ancestry"	"Ovary"
"TCEANC2"	"cg20511056"	0.305262713851022	0.00112254365369951	0.00397941292553338	"promoter"	"Ancestry"	"Ovary"
"ADAL"	"cg27252086"	-0.340160614740311	0.000259396352627762	0.00129698176313881	"promoter"	"Ancestry"	"Ovary"
"C17orf97"	"cg05202629"	0.32081747794977	0.00059700488779188	0.00238801955116752	"promoter"	"Ancestry"	"Ovary"
"ZNF671"	"cg21305471"	-0.286870763723695	0.00226877662938531	0.00726008521403301	"promoter"	"Ancestry"	"Ovary"
"EPSTI1"	"cg03763873"	-0.254989920352817	0.00691575594974269	0.019077947447566	"promoter"	"Ancestry"	"Ovary"
"ADAL"	"cg02155558"	-0.671656029130085	7.11025225700962e-16	2.84410090280385e-14	"promoter"	"Ancestry"	"Ovary"
"CAMK1D"	"cg26231267"	-0.410509601988342	7.64423223175132e-06	8.7362654077158e-05	"promoter"	"Ancestry"	"Ovary"
"STX1B"	"cg04018474"	0.494764645013231	3.39717301374428e-08	6.79434602748856e-07	"promoter"	"Ancestry"	"Ovary"
"STX1B"	"cg04586407"	0.376835008296562	4.56996432841688e-05	0.000406219051414833	"promoter"	"Ancestry"	"Ovary"
"TOP1MT"	"cg03501124"	-0.233301778710686	0.0137293063668483	0.0354304680434794	"promoter"	"Ancestry"	"Ovary"
"DHRS4"	"cg05171021"	-0.541458036340634	8.45526827299685e-10	2.25473820613249e-08	"promoter"	"Ancestry"	"Ovary"
"C21orf33"	"cg25487008"	-0.432591032986095	2.12103568293213e-06	3.3936570926914e-05	"promoter"	"Ancestry"	"Ovary"
"ARL17A"	"cg17911788"	-0.704381415408656	6.39446833471554e-18	5.11557466777243e-16	"promoter"	"Ancestry"	"Ovary"
"RNF212"	"cg09555544"	0.30525306191999	0.00112297179668046	0.00397941292553338	"promoter"	"Ancestry"	"Ovary"
"RNF212"	"cg05810170"	0.359613940808177	0.000106018029004345	0.00065241864002674	"promoter"	"Ancestry"	"Ovary"
"C21orf33"	"cg27505260"	-0.230171165500928	0.0150872602143753	0.0471476881699227	"enhancer"	"Ancestry"	"Ovary"
"GSTO2"	"cg07488549"	0.566992576649407	8.7275669701387e-11	2.18189174253467e-09	"enhancer"	"Ancestry"	"Ovary"
"IGLON5"	"cg12404700"	0.280198902818646	0.00289599225589665	0.0144799612794832	"enhancer"	"Ancestry"	"Ovary"
"BOK"	"cg24828208"	-0.308374273028025	0.000992025720099582	0.00620016075062239	"enhancer"	"Ancestry"	"Ovary"
"CASP7"	"cg21223843"	-0.317474360537039	0.000685747021548792	0.0057145585129066	"enhancer"	"Ancestry"	"Ovary"
"SPIRE2"	"cg27400746"	-0.25056903841494	0.00799028568438564	0.0285367345870916	"enhancer"	"Ancestry"	"Ovary"
"A4GALT"	"cg08531940"	0.253760578429556	0.00720089480055693	0.0285367345870916	"enhancer"	"Ancestry"	"Ovary"
"D2HGDH"	"cg00263240"	-0.405990004005055	9.82934870920654e-06	0.000122866858865082	"enhancer"	"Ancestry"	"Ovary"
"NOTCH1"	"cg21179618"	0.276313184809305	0.00332943334891424	0.0150452695672634	"gene_body"	"Ancestry"	"Ovary"
"BOK"	"cg14333539"	-0.277019360928909	0.0032465743439494	0.0148105629595406	"gene_body"	"Ancestry"	"Ovary"
"TOP1MT"	"cg09174681"	-0.238511655903256	0.0117047059345724	0.0424738950201527	"gene_body"	"Ancestry"	"Ovary"
"FAAH"	"cg26667735"	0.327893336596381	0.000442892647827609	0.00282860771079233	"gene_body"	"Ancestry"	"Ovary"
"TMEM132C"	"cg06130322"	0.301965565262667	0.00127777041964044	0.00644265295797651	"gene_body"	"Ancestry"	"Ovary"
"SPIRE2"	"cg03036210"	-0.237253098431062	0.0121682292427	0.0438239233628069	"gene_body"	"Ancestry"	"Ovary"
"STX1B"	"cg02808577"	-0.586884821939104	1.29456250546226e-11	3.26366021113908e-10	"gene_body"	"Ancestry"	"Ovary"
"FAAH"	"cg11134437"	0.365838160632777	7.86441461290498e-05	0.00061754993435762	"gene_body"	"Ancestry"	"Ovary"
"IL17RD"	"cg04922566"	-0.525874282221537	3.08755631040443e-09	6.81524317754839e-08	"gene_body"	"Ancestry"	"Ovary"
"GSTM3"	"cg04545003"	-0.440695115133491	1.29467148360782e-06	1.59012215550807e-05	"gene_body"	"Ancestry"	"Ovary"
"GSTO2"	"cg23487032"	-0.604673518244137	2.09814244581268e-12	5.58339017524597e-11	"gene_body"	"Ancestry"	"Ovary"
"LINC00665"	"cg16396593"	-0.351877429986345	0.0001523828479499	0.0011585933994921	"gene_body"	"Ancestry"	"Ovary"
"C21orf33"	"cg04677846"	-0.489440813793423	5.00217960538718e-08	7.9064345524455e-07	"gene_body"	"Ancestry"	"Ovary"
"PRR16"	"cg12155028"	-0.333916169827893	0.000341532992705373	0.00230414511980104	"gene_body"	"Ancestry"	"Ovary"
"WDR27"	"cg16249340"	0.254326459833055	0.00706837428319361	0.0289380451423054	"gene_body"	"Ancestry"	"Ovary"
"GSTO2"	"cg17733466"	-0.533921886099424	1.59481042037676e-09	3.81957095680234e-08	"gene_body"	"Ancestry"	"Ovary"
"NRXN2"	"cg04686778"	-0.240940011385299	0.0108538328681947	0.0403022166191107	"gene_body"	"Ancestry"	"Ovary"
"C21orf33"	"cg12015884"	-0.427614091007925	2.8542490148987e-06	3.14624595609668e-05	"gene_body"	"Ancestry"	"Ovary"
"NRXN2"	"cg19395706"	0.313821302859963	0.000796422420095117	0.00454150403839953	"gene_body"	"Ancestry"	"Ovary"
"RALGAPA2"	"cg18537687"	-0.25034009818086	0.00804974289660348	0.031866337582422	"gene_body"	"Ancestry"	"Ovary"
"MAFTRR"	"cg24563003"	0.285135294696354	0.00241885892420309	0.0114716180662701	"gene_body"	"Ancestry"	"Ovary"
"LINC00664"	"cg10831725"	-0.479995299832804	9.78039164360892e-08	1.37788458743785e-06	"gene_body"	"Ancestry"	"Ovary"
"ANKRD65"	"cg00060374"	-0.720256586375892	5.12188011141874e-19	3.50482939052797e-17	"gene_body"	"Ancestry"	"Ovary"
"GSTO2"	"cg17383262"	-0.610166608461341	1.16891208995049e-12	3.29358171227225e-11	"gene_body"	"Ancestry"	"Ovary"
"C21orf33"	"cg11465630"	-0.503904876941789	1.72127862278766e-08	3.29796984126116e-07	"gene_body"	"Ancestry"	"Ovary"
"GSTO2"	"cg10274981"	0.423875976428018	3.55633318882255e-06	3.78551910543556e-05	"gene_body"	"Ancestry"	"Ovary"
"RALGAPA2"	"cg20753780"	-0.380075489629938	3.87981834487344e-05	0.000326040874946382	"gene_body"	"Ancestry"	"Ovary"
"KIF26A"	"cg01172082"	0.303769929572674	0.00119055809843737	0.0061320142919516	"gene_body"	"Ancestry"	"Ovary"
"CNTN4"	"cg16907496"	0.323701434239309	0.00052905566232079	0.00329113847080076	"gene_body"	"Ancestry"	"Ovary"
"LIMCH1"	"cg05023526"	0.309306454724781	0.000955713185287675	0.00508651795280885	"gene_body"	"Ancestry"	"Ovary"
"NALCN"	"cg18571782"	0.373194802509592	5.48142767789672e-05	0.000445017603002123	"gene_body"	"Ancestry"	"Ovary"
"SLC1A7"	"cg11360734"	-0.277129990429465	0.0032337628723376	0.0148105629595406	"gene_body"	"Ancestry"	"Ovary"
"RASA4B"	"cg24933060"	0.236178258552578	0.0125767090115703	0.0439725811426436	"gene_body"	"Ancestry"	"Ovary"
"RALGAPA2"	"cg09090484"	-0.470908855771665	1.82948443569384e-07	2.43423067971486e-06	"gene_body"	"Ancestry"	"Ovary"
"CATSPER2"	"cg05665811"	0.373357599089597	5.43727807726842e-05	0.000445017603002123	"gene_body"	"Ancestry"	"Ovary"
"RHOD"	"cg12473775"	-0.618225240042488	4.85386657121634e-13	1.55000139174175e-11	"gene_body"	"Ancestry"	"Ovary"
"NRXN2"	"cg23201340"	-0.251446067129951	0.00776608859095244	0.0309996369588852	"gene_body"	"Ancestry"	"Ovary"
"DNAJC15"	"cg26053469"	-0.296750455670781	0.00156352775313416	0.0076421407525639	"gene_body"	"Ancestry"	"Ovary"
"IL17RD"	"cg25198340"	-0.48151851350819	8.78998821651655e-08	1.27588010779134e-06	"gene_body"	"Ancestry"	"Ovary"
"CFAP70"	"cg05362167"	0.279387968275642	0.00298201058426344	0.0140037555868842	"gene_body"	"Ancestry"	"Ovary"
"C6orf52"	"cg13444682"	0.244477472159211	0.0097114275859325	0.0369789755870688	"gene_body"	"Ancestry"	"Ovary"
"MMP21"	"cg25906360"	-0.654885607231692	6.35100051028483e-15	2.34009941878956e-13	"gene_body"	"Ancestry"	"Ovary"
"PCAT19"	"cg04374242"	-0.624377919026637	2.43915514939567e-13	8.34539511828947e-12	"gene_body"	"Ancestry"	"Ovary"
"STX1B"	"cg21275091"	-0.444052624179965	1.0512483734052e-06	1.32512623910814e-05	"gene_body"	"Ancestry"	"Ovary"
"DLG2"	"cg18221021"	-0.244197211698869	0.00979791563737311	0.0369789755870688	"gene_body"	"Ancestry"	"Ovary"
"LIMCH1"	"cg25376263"	0.258043315822737	0.00625036444883476	0.0260341267042769	"gene_body"	"Ancestry"	"Ovary"
"TMEM132C"	"cg03234245"	0.323703418524779	0.000529011462574179	0.00329113847080076	"gene_body"	"Ancestry"	"Ovary"
"GSTO2"	"cg27293118"	-0.256708833565384	0.00653384271531216	0.0269802643158149	"gene_body"	"Ancestry"	"Ovary"
"SLC1A7"	"cg10137383"	-0.267150284425874	0.00459048058295524	0.019288071923119	"gene_body"	"Ancestry"	"Ovary"
"CYGB"	"cg02824099"	-0.249722732321592	0.00821202795486719	0.0322423064785359	"gene_body"	"Ancestry"	"Ovary"
"PCAT19"	"cg23640832"	-0.310342584661772	0.000916778994287095	0.0049341251490283	"gene_body"	"Ancestry"	"Ovary"
"STK32A"	"cg17004574"	-0.385288357389542	2.97062657829606e-05	0.000258714569273421	"gene_body"	"Ancestry"	"Ovary"
"DHRS4"	"cg17919599"	-0.495582824729803	3.19917515764885e-08	5.47287464469214e-07	"gene_body"	"Ancestry"	"Ovary"
"C21orf33"	"cg21937462"	-0.523528790201496	3.73106501113415e-09	7.77034843623156e-08	"gene_body"	"Ancestry"	"Ovary"
"D2HGDH"	"cg04935940"	-0.331558849676808	0.000378340225518348	0.00244898605436877	"gene_body"	"Ancestry"	"Ovary"
"PIP5KL1"	"cg14507088"	-0.27017886295984	0.0041330486622986	0.0179975482658275	"gene_body"	"Ancestry"	"Ovary"
"PM20D1"	"cg17178900"	-0.789775665766674	7.01687655555496e-25	3.36108387011083e-22	"gene_body"	"Ancestry"	"Ovary"
"TLN2"	"cg01191815"	-0.236757108790268	0.0123552606960847	0.0439165960722633	"gene_body"	"Ancestry"	"Ovary"
"DNAJC15"	"cg20090883"	0.349556945396774	0.0001695939979934	0.00126930507873185	"gene_body"	"Ancestry"	"Ovary"
"C6orf52"	"cg01591369"	0.29854518215401	0.00145922433306164	0.00728092141183882	"gene_body"	"Ancestry"	"Ovary"
"D2HGDH"	"cg02426325"	-0.346472539603144	0.000195268104190318	0.00139602122249496	"gene_body"	"Ancestry"	"Ovary"
"CNTN4"	"cg25919442"	0.316380846960781	0.000717300050443971	0.00419008200198369	"gene_body"	"Ancestry"	"Ovary"
"IL17RD"	"cg12675341"	-0.508079558382974	1.2533857745504e-08	2.50154910837351e-07	"gene_body"	"Ancestry"	"Ovary"
"PHYHD1"	"cg12818408"	0.408724758192051	8.44586197633246e-06	8.42826643054843e-05	"gene_body"	"Ancestry"	"Ovary"
"C6orf52"	"cg05908051"	-0.302892177678834	0.00123228237467071	0.00627939635603481	"gene_body"	"Ancestry"	"Ovary"
"TLN2"	"cg13634681"	-0.240332549147686	0.0110614326241594	0.0407571248228641	"gene_body"	"Ancestry"	"Ovary"
"FAM66B"	"cg23554932"	0.338426405223087	0.00028015285375395	0.0019448292311325	"gene_body"	"Ancestry"	"Ovary"
"EDIL3"	"cg10013350"	0.287508469094335	0.00221577737975707	0.0106135736490364	"gene_body"	"Ancestry"	"Ovary"
"CNTN4"	"cg18570253"	0.312152193830819	0.000852239369949685	0.00469221446213677	"gene_body"	"Ancestry"	"Ovary"
"PIP5KL1"	"cg03510150"	-0.364668413598552	8.32237512958961e-05	0.000642970594689261	"gene_body"	"Ancestry"	"Ovary"
"PAM"	"cg13893448"	-0.306423793611371	0.0010721126476435	0.00558197780675257	"gene_body"	"Ancestry"	"Ovary"
"WDR27"	"cg08084946"	0.343475551531194	0.000223622899080823	0.00157522600970168	"gene_body"	"Ancestry"	"Ovary"
"SORD"	"cg02277821"	0.321975696075246	0.000568807231103529	0.00349305979100757	"gene_body"	"Ancestry"	"Ovary"
"IL17RD"	"cg13120998"	-0.487835623559023	5.61393183303432e-08	8.40335421257325e-07	"gene_body"	"Ancestry"	"Ovary"
"STX1B"	"cg26134665"	-0.473787974400005	1.50314966839062e-07	2.05716768902602e-06	"gene_body"	"Ancestry"	"Ovary"
"LRFN1"	"cg25156118"	0.268624098120819	0.00436251555849919	0.0185318596582979	"gene_body"	"Ancestry"	"Ovary"
"NRXN2"	"cg27143412"	0.252371035631201	0.00753567645505879	0.0303326808569173	"gene_body"	"Ancestry"	"Ovary"
"GSTO2"	"cg23659134"	-0.726320987892086	1.86402050646754e-19	1.7857316451959e-17	"gene_body"	"Ancestry"	"Ovary"
"TSHZ2"	"cg24132268"	-0.268562633939805	0.00437181657909741	0.0185318596582979	"gene_body"	"Ancestry"	"Ovary"
"SEMA5A"	"cg07872430"	-0.269274901247542	0.0042651130576719	0.0184053076993229	"gene_body"	"Ancestry"	"Ovary"
"SORD"	"cg21523688"	0.307713853918744	0.00101850948603105	0.005361165316581	"gene_body"	"Ancestry"	"Ovary"
"CNTN4"	"cg21613099"	0.244176136965093	0.00980444655440029	0.0369789755870688	"gene_body"	"Ancestry"	"Ovary"
"PM20D1"	"cg06815965"	-0.744359898070024	7.80368143395714e-21	1.24598780228849e-18	"gene_body"	"Ancestry"	"Ovary"
"MMP21"	"cg11586654"	-0.611710280668224	9.89699373643216e-13	2.96291249984438e-11	"gene_body"	"Ancestry"	"Ovary"
"RNF212"	"cg11919369"	0.238897517957518	0.0115657227549725	0.0422899328216169	"gene_body"	"Ancestry"	"Ovary"
"GSTO2"	"cg00368059"	-0.314696979097106	0.000768496120156946	0.00443505592235153	"gene_body"	"Ancestry"	"Ovary"
"CAMK1D"	"cg06594405"	-0.243816615733184	0.00991645051443976	0.037109217159505	"gene_body"	"Ancestry"	"Ovary"
"LINC00664"	"cg06405146"	-0.439429094309644	1.39964245190441e-06	1.63519203527368e-05	"gene_body"	"Ancestry"	"Ovary"
"TLN2"	"cg08694703"	-0.233017661238334	0.013847993395037	0.0480150331468613	"gene_body"	"Ancestry"	"Ovary"
"COL28A1"	"cg09146060"	0.332240625863379	0.00036733583243158	0.00241032690047571	"gene_body"	"Ancestry"	"Ovary"
"ANKRD65"	"cg17507949"	-0.714174358620182	1.37485343974647e-18	8.23193497048198e-17	"gene_body"	"Ancestry"	"Ovary"
"CNTN4"	"cg07935906"	0.40575605153093	9.95712331796404e-06	9.73359605980567e-05	"gene_body"	"Ancestry"	"Ovary"
"IGLON5"	"cg16711285"	0.393799392871422	1.90217753437372e-05	0.000174268581842475	"gene_body"	"Ancestry"	"Ovary"
"LRFN1"	"cg11199014"	0.271114586118418	0.00400020967060806	0.0175789030479015	"gene_body"	"Ancestry"	"Ovary"
"CAMK1D"	"cg13897396"	0.245221626741988	0.00948503054702763	0.0366397550969858	"gene_body"	"Ancestry"	"Ovary"
"MMP21"	"cg14291256"	0.405345069211226	1.01853795725238e-05	9.75759363047782e-05	"gene_body"	"Ancestry"	"Ovary"
"CATSPER2"	"cg11036485"	-0.253938486429732	0.0071589964964265	0.0290606722185449	"gene_body"	"Ancestry"	"Ovary"
"IL17RD"	"cg13717817"	-0.396376752014235	1.65793023358393e-05	0.000155715408213079	"gene_body"	"Ancestry"	"Ovary"
"RHOD"	"cg09218146"	0.236699019791034	0.01237732874688	0.0439165960722633	"gene_body"	"Ancestry"	"Ovary"
"CATSPER2"	"cg08358487"	0.290970685343106	0.00194707519488892	0.0094206971550686	"gene_body"	"Ancestry"	"Ovary"
"NEGR1"	"cg04152412"	-0.319839188508919	0.000621815453211977	0.003770248127703	"gene_body"	"Ancestry"	"Ovary"
"GSTM3"	"cg10807101"	-0.498505726820001	2.57816096610148e-08	4.74976577985618e-07	"gene_body"	"Ancestry"	"Ovary"
"TLN2"	"cg00981584"	-0.274606180313366	0.00353762128309227	0.0158366410710392	"gene_body"	"Ancestry"	"Ovary"
"STX1B"	"cg20812313"	-0.414430643822447	6.12792124260771e-06	6.2452644153385e-05	"gene_body"	"Ancestry"	"Ovary"
"IL17RD"	"cg19182267"	-0.336313315778468	0.000307515764343962	0.00210428644458226	"gene_body"	"Ancestry"	"Ovary"
"RNF212"	"cg02967068"	0.386625812960697	2.77190159030654e-05	0.000245877937362376	"gene_body"	"Ancestry"	"Ovary"
"IGLON5"	"cg07382943"	0.348833758826312	0.000175315849135781	0.00129194294978522	"gene_body"	"Ancestry"	"Ovary"
"CCDC127"	"cg19858280"	-0.318551367045634	0.000655918646679105	0.00392731289699114	"gene_body"	"Ancestry"	"Ovary"
"IL17RD"	"cg11080763"	-0.431583543456525	2.25328284480159e-06	2.56981543490467e-05	"gene_body"	"Ancestry"	"Ovary"
"CCDC127"	"cg02423496"	-0.231423085788745	0.0145308257326523	0.0497161823281462	"gene_body"	"Ancestry"	"Ovary"
"KIF26A"	"cg22812030"	0.312322689019389	0.000846378041299282	0.00469221446213677	"gene_body"	"Ancestry"	"Ovary"
"C6orf52"	"cg12409563"	-0.24640643549597	0.00913414435720593	0.0355711800577369	"gene_body"	"Ancestry"	"Ovary"
"NEGR1"	"cg24266112"	0.236376040243924	0.0125006578618967	0.0439725811426436	"gene_body"	"Ancestry"	"Ovary"
"RHOD"	"cg07416733"	0.332568951177745	0.000362142367419978	0.00240925269436347	"gene_body"	"Ancestry"	"Ovary"
"NRXN2"	"cg15939287"	-0.232814565163028	0.0139333812263335	0.0480150331468613	"gene_body"	"Ancestry"	"Ovary"
"IL17RD"	"cg03711207"	-0.273519871316333	0.00367611659538248	0.0163042578628538	"gene_body"	"Ancestry"	"Ovary"
"STX1B"	"cg00249205"	-0.451777210023944	6.45494310001554e-07	8.3565344456958e-06	"gene_body"	"Ancestry"	"Ovary"
"IL17RD"	"cg18745629"	-0.316944764804183	0.000700865967717914	0.00414462714243063	"gene_body"	"Ancestry"	"Ovary"
"SORD"	"cg22393378"	0.313096486653829	0.000820236787773085	0.00462227554521538	"gene_body"	"Ancestry"	"Ovary"
"GSTM3"	"cg08525331"	-0.440284440137739	1.32787540439699e-06	1.5901307967654e-05	"gene_body"	"Ancestry"	"Ovary"
"C21orf33"	"cg04608239"	-0.68108149478021	1.9487319120214e-16	7.77868821548541e-15	"gene_body"	"Ancestry"	"Ovary"
"TSHZ2"	"cg14598985"	-0.278345989566153	0.00309590815215628	0.0143974757755617	"gene_body"	"Ancestry"	"Ovary"
"FAAH"	"cg00403919"	0.393543080603883	1.92823274272467e-05	0.000174268581842475	"gene_body"	"Ancestry"	"Ovary"
"CACNA2D1"	"cg27100990"	-0.296844970839131	0.00155787033567428	0.0076421407525639	"gene_body"	"Ancestry"	"Ovary"
"ANKRD65"	"cg23894219"	0.311844337567899	0.000862917047569408	0.00469701438392894	"gene_body"	"Ancestry"	"Ovary"
"KRBOX1"	"cg11303738"	-0.493335350285814	3.77149249432425e-08	6.22946518890109e-07	"gene_body"	"Ancestry"	"Ovary"
"PM20D1"	"cg26354017"	-0.721376173946669	4.258518679329e-19	3.39971741233098e-17	"gene_body"	"Ancestry"	"Ovary"
"RNF212"	"cg19563619"	-0.347493982522092	0.000186391834850797	0.00135275286202321	"gene_body"	"Ancestry"	"Ovary"
"KRBOX1"	"cg22714811"	-0.489125998624366	5.11689918843028e-08	7.9064345524455e-07	"gene_body"	"Ancestry"	"Ovary"
"KRBOX1"	"cg27084712"	-0.496418734999915	3.00830998458159e-08	5.33696475042437e-07	"gene_body"	"Ancestry"	"Ovary"
"PM20D1"	"cg14893161"	-0.709431993559137	2.91721647458621e-18	1.55260743480755e-16	"gene_body"	"Ancestry"	"Ovary"
"CATSPER2"	"cg10011062"	0.694208011163644	2.95828435443358e-17	1.41701820577368e-15	"gene_body"	"Ancestry"	"Ovary"
"ANKRD65"	"cg15633699"	0.427403230071108	2.89007979265666e-06	3.14624595609668e-05	"gene_body"	"Ancestry"	"Ovary"
"USP6"	"cg03995300"	-0.734832687444757	4.30673153909359e-20	5.15731101806458e-18	"gene_body"	"Ancestry"	"Ovary"
"RNF212"	"cg00268953"	-0.419788044102272	4.50976666936021e-06	4.69603964048596e-05	"gene_body"	"Ancestry"	"Ovary"
"USP6"	"cg23933827"	0.368340749149365	6.9624022262266e-05	0.00055583177772709	"gene_body"	"Ancestry"	"Ovary"
"USP6"	"cg05364567"	-0.525705036129154	3.13017431954206e-09	6.81524317754839e-08	"gene_body"	"Ancestry"	"Ovary"
"RNF212"	"cg16684029"	-0.381960295159835	3.52459610267936e-05	0.000301478845211324	"gene_body"	"Ancestry"	"Ovary"
"PM20D1"	"cg14159672"	-0.750076091519395	2.69936925452404e-21	6.46498936458507e-19	"gene_body"	"Ancestry"	"Ovary"
"USP6"	"cg07670516"	-0.68696566930448	8.47370596508079e-17	3.68991377933972e-15	"gene_body"	"Ancestry"	"Ovary"
"C17orf97"	"cg15864601"	0.442781021987748	0.00261411395391925	0.0470540511705466	"promoter"	"Ancestry"	"Prostate"
"SPATC1L"	"cg08742575"	-0.484028934701605	0.000871724064039175	0.0313820663054103	"promoter"	"Ancestry"	"Prostate"
"ENGASE"	"cg08040395"	-0.4764286875644	0.00107835391920425	0.0358973099759715	"gene_body"	"Ancestry"	"Prostate"
"ZNF718"	"cg14192029"	0.448594941411855	0.00225743032952781	0.047406036920084	"gene_body"	"Ancestry"	"Prostate"
"DNAH6"	"cg11650235"	0.474361214447599	0.00114163520137811	0.0358973099759715	"gene_body"	"Ancestry"	"Prostate"
"D2HGDH"	"cg04935940"	-0.45771592590923	0.00178405137605955	0.0421482137594069	"gene_body"	"Ancestry"	"Prostate"
"ZNF718"	"cg05388281"	0.521721277306895	0.000281369478970059	0.0358973099759715	"gene_body"	"Ancestry"	"Prostate"
"FAM66B"	"cg22460601"	0.505063525791691	0.000471316265102706	0.0358973099759715	"gene_body"	"Ancestry"	"Prostate"
"ZNF718"	"cg11174410"	0.495207900424725	0.000631792594904643	0.0358973099759715	"gene_body"	"Ancestry"	"Prostate"
"SPATC1L"	"cg14789911"	0.468773279194215	0.00132952999911006	0.0358973099759715	"gene_body"	"Ancestry"	"Prostate"
"TMTC1"	"cg02910018"	-0.484610773081605	0.00085746983305249	0.0358973099759715	"gene_body"	"Ancestry"	"Prostate"
"MAN1A1"	"cg22403971"	0.483284098480526	0.00378724336223526	0.0380908709917676	"promoter"	"Ancestry"	"BreastMammaryTissue"
"SLC39A4"	"cg14228592"	-0.823937119442496	2.14320751139571e-09	4.22211879744955e-07	"promoter"	"Ancestry"	"BreastMammaryTissue"
"SPATC1L"	"cg25545878"	-0.625949772354126	7.51584067907142e-05	0.00148062061377707	"promoter"	"Ancestry"	"BreastMammaryTissue"
"SLC39A4"	"cg23809082"	-0.798957281499842	1.47714100369194e-08	1.45498388863656e-06	"promoter"	"Ancestry"	"BreastMammaryTissue"
"SLC39A4"	"cg21788897"	-0.679537883345003	9.89411918080887e-06	0.00038982829572387	"promoter"	"Ancestry"	"BreastMammaryTissue"
"SLC39A4"	"cg18246227"	-0.674037903624395	1.24156042337838e-05	0.000407645672342568	"promoter"	"Ancestry"	"BreastMammaryTissue"
"SLC39A4"	"cg05681977"	-0.699508776335635	4.16080951510548e-06	0.000204919868618945	"promoter"	"Ancestry"	"BreastMammaryTissue"
"CELF2"	"cg12756527"	-0.482328918671487	0.00386709350170229	0.0380908709917676	"promoter"	"Ancestry"	"BreastMammaryTissue"
"DHRS4"	"cg26338427"	-0.564113974819963	0.000511339952131747	0.00774876696691955	"promoter"	"Ancestry"	"BreastMammaryTissue"
"SLC39A4"	"cg02583091"	-0.590162425548706	0.000239034506422448	0.00392414981376853	"promoter"	"Ancestry"	"BreastMammaryTissue"
"FBXO7"	"cg15300986"	0.658625500603992	2.28886848569142e-05	0.000644152988116014	"promoter"	"Ancestry"	"BreastMammaryTissue"
"DHX58"	"cg01274824"	-0.513762608456444	0.00188466095436225	0.0218398945887861	"promoter"	"Ancestry"	"BreastMammaryTissue"
"SPATC1L"	"cg12016809"	-0.637639116562767	4.98992414205039e-05	0.00109223895109325	"promoter"	"Ancestry"	"BreastMammaryTissue"
"SLC39A4"	"cg22088683"	-0.713225986949455	2.20196601975793e-06	0.000144595768630771	"promoter"	"Ancestry"	"BreastMammaryTissue"
