"chr","start","end","strand","feature","ensembl.id","gene.name","biotype","source"
"chr7",17405478,17558909,"-","gene","ENSG00000236039.2","AC017060.1","lincRNA","HAVANA"
"chr7",17679548,17680659,"+","gene","ENSG00000228675.1","AC006482.1","lincRNA","HAVANA"
"chr7",17790760,17940501,"-","gene","ENSG00000071189.21","SNX13","protein_coding","HAVANA"
"chr7",18026773,18027863,"-","gene","ENSG00000229937.6","PRPS1L1","protein_coding","HAVANA"
"chr7",18086948,19002416,"+","gene","ENSG00000048052.21","HDAC9","protein_coding","HAVANA"
"chr7",19020990,19117672,"-","gene","ENSG00000122691.12","TWIST1","protein_coding","HAVANA"
"chr7",19144781,19144886,"-","gene","ENSG00000146618.3","FERD3L","protein_coding","HAVANA"
"chr7",19353533,19578606,"+","gene","ENSG00000223838.1","AC007091.1","lincRNA","HAVANA"
"chr7",19695461,19709087,"-","gene","ENSG00000105849.5","TWISTNB","protein_coding","HAVANA"
"chr7",19719309,19773598,"-","gene","ENSG00000173452.13","TMEM196","protein_coding","HAVANA"
"chr7",19813684,19818090,"-","gene","ENSG00000237921.2","AC004543.2","lincRNA","HAVANA"
"chr7",20096136,20130475,"+","gene","ENSG00000267055.1","RP11-486P11.1","lincRNA","HAVANA"
"chr7",20134654,20217404,"-","gene","ENSG00000183742.12","MACC1","protein_coding","HAVANA"
"chr7",20296707,20311712,"+","gene","ENSG00000226097.5","AC099342.1","lincRNA","HAVANA"
"chr7",20330701,20415754,"+","gene","ENSG00000105855.9","ITGB8","protein_coding","HAVANA"
"chr7",20615206,20777038,"+","gene","ENSG00000004846.16","ABCB5","protein_coding","HAVANA"
"chr7",20782282,20786886,"-","gene","ENSG00000164651.16","SP8","protein_coding","HAVANA"
"chr7",20835430,21023148,"+","gene","ENSG00000232790.2","LINC01162","lincRNA","HAVANA"
"chr7",21428033,21514822,"+","gene","ENSG00000105866.13","SP4","protein_coding","HAVANA"
"chr7",21543214,21900120,"+","gene","ENSG00000105877.17","DNAH11","protein_coding","HAVANA"
"chr7",21900899,21946084,"-","gene","ENSG00000164649.19","CDCA7L","protein_coding","HAVANA"
"chr7",22118237,22357144,"-","gene","ENSG00000136237.18","RAPGEF5","protein_coding","HAVANA"
"chr7",22419443,22632925,"-","gene","ENSG00000105889.14","STEAP1B","protein_coding","HAVANA"
"chr7",22649959,22665533,"-","gene","ENSG00000238033.1","AC002480.2","lincRNA","HAVANA"
"chr7",22727146,22732002,"+","gene","ENSG00000136244.11","IL6","protein_coding","HAVANA"
"chr7",22812627,22822852,"-","gene","ENSG00000196683.10","TOMM7","protein_coding","HAVANA"
"chr7",22889370,23014130,"-","gene","ENSG00000122591.11","FAM126A","protein_coding","HAVANA"
"chr7",23101227,23105703,"-","gene","ENSG00000230658.1","KLHL7-AS1","lincRNA","HAVANA"
"chr7",23105757,23177914,"+","gene","ENSG00000122550.17","KLHL7","protein_coding","HAVANA"
"chr7",23181826,23201009,"+","gene","ENSG00000136243.16","NUPL2","protein_coding","HAVANA"
"chr7",23206012,23208045,"+","gene","ENSG00000226816.2","AC005082.12","lincRNA","HAVANA"
"chr7",23235966,23275108,"+","gene","ENSG00000136235.15","GPNMB","protein_coding","HAVANA"
"chr7",23298738,23310208,"+","gene","ENSG00000156928.4","MALSU1","protein_coding","HAVANA"
"chr7",23311729,23470467,"-","gene","ENSG00000136231.13","IGF2BP3","protein_coding","HAVANA"
"chr7",23504779,23532041,"-","gene","ENSG00000164548.10","TRA2A","protein_coding","HAVANA"
"chr7",23597378,23644708,"+","gene","ENSG00000169193.11","CCDC126","protein_coding","HAVANA"
"chr7",23680129,23703249,"+","gene","ENSG00000188732.10","FAM221A","protein_coding","HAVANA"
"chr7",23710166,23832513,"+","gene","ENSG00000196335.12","STK31","protein_coding","HAVANA"
"chr7",23891703,23897335,"-","gene","ENSG00000227930.1","AC009508.1","lincRNA","HAVANA"
"chr7",24284162,24291865,"+","gene","ENSG00000122585.7","NPY","protein_coding","HAVANA"
"chr7",24573267,24694193,"+","gene","ENSG00000105926.15","MPP6","protein_coding","HAVANA"
"chr7",24698352,24758113,"-","gene","ENSG00000105928.13","DFNA5","protein_coding","HAVANA"
"chr7",24796538,24981634,"-","gene","ENSG00000070882.12","OSBPL3","protein_coding","HAVANA"
"chr7",25120090,25125361,"-","gene","ENSG00000172115.8","CYCS","protein_coding","HAVANA"
"chr7",25134696,25180356,"-","gene","ENSG00000153790.11","C7orf31","protein_coding","HAVANA"
"chr7",25224569,25228486,"-","gene","ENSG00000105954.2","NPVF","protein_coding","HAVANA"
"chr7",25321301,25326815,"-","gene","ENSG00000233824.1","AC003985.1","lincRNA","HAVANA"
"chr7",25358239,25359908,"-","gene","ENSG00000260951.1","RP5-978I12.1","lincRNA","HAVANA"
"chr7",25547761,25551062,"-","gene","ENSG00000227386.1","AC091705.1","lincRNA","HAVANA"
"chr7",25593350,25750994,"-","gene","ENSG00000223561.6","AC003090.1","lincRNA","HAVANA"
"chr7",25948656,25949403,"-","gene","ENSG00000270933.1","CTD-2227E11.1","lincRNA","HAVANA"
"chr7",26152239,26187125,"+","gene","ENSG00000050344.8","NFE2L3","protein_coding","HAVANA"
"chr7",26189926,26200793,"-","gene","ENSG00000122566.20","HNRNPA2B1","protein_coding","HAVANA"
"chr7",26201161,26213356,"+","gene","ENSG00000122565.18","CBX3","protein_coding","HAVANA"
"chr7",26291894,26374329,"+","gene","ENSG00000086300.15","SNX10","protein_coding","HAVANA"
"chr7",26398592,26494256,"+","gene","ENSG00000214870.8","AC004540.5","lincRNA","HAVANA"
"chr7",26533120,26537020,"-","gene","ENSG00000122548.5","KIAA0087","lincRNA","HAVANA"
"chr7",26551821,26557200,"+","gene","ENSG00000233760.1","AC004947.2","lincRNA","HAVANA"
"chr7",26637870,26647305,"+","gene","ENSG00000222004.7","C7orf71","lincRNA","HAVANA"
"chr7",26667061,26995239,"-","gene","ENSG00000005020.12","SKAP2","protein_coding","HAVANA"
"chr7",27092992,27095996,"-","gene","ENSG00000105991.7","HOXA1","protein_coding","HAVANA"
"chr7",27100353,27102811,"-","gene","ENSG00000105996.6","HOXA2","protein_coding","HAVANA"
"chr7",27106183,27152293,"-","gene","ENSG00000105997.22","HOXA3","protein_coding","HAVANA"
"chr7",27128760,27130799,"-","gene","ENSG00000197576.13","HOXA4","protein_coding","HAVANA"
"chr7",27141051,27143668,"-","gene","ENSG00000106004.4","HOXA5","protein_coding","HAVANA"
"chr7",27145395,27147774,"-","gene","ENSG00000106006.6","HOXA6","protein_coding","HAVANA"
"chr7",27155966,27157936,"-","gene","ENSG00000122592.7","HOXA7","protein_coding","HAVANA"
"chr7",27162434,27175180,"-","gene","ENSG00000078399.17","HOXA9","protein_coding","HAVANA"
"chr7",27170590,27180261,"-","gene","ENSG00000253293.4","HOXA10","protein_coding","HAVANA"
"chr7",27181509,27184517,"-","gene","ENSG00000005073.5","HOXA11","protein_coding","HAVANA"
"chr7",27186572,27193448,"-","gene","ENSG00000253508.1","RP1-170O19.14","lincRNA","HAVANA"
"chr7",27193502,27200106,"-","gene","ENSG00000106031.7","HOXA13","protein_coding","HAVANA"
"chr7",27239242,27241228,"-","gene","ENSG00000253308.2","RP1-170O19.17","lincRNA","HAVANA"
"chr7",27242962,27250493,"+","gene","ENSG00000106038.12","EVX1","protein_coding","HAVANA"
"chr7",27361842,27409938,"+","gene","ENSG00000224322.1","AC004009.3","lincRNA","HAVANA"
"chr7",27525441,27662995,"-","gene","ENSG00000106049.8","HIBADH","protein_coding","HAVANA"
"chr7",27739330,27844564,"+","gene","ENSG00000106052.13","TAX1BP1","protein_coding","HAVANA"
"chr7",27830572,28180743,"-","gene","ENSG00000153814.11","JAZF1","protein_coding","HAVANA"
"chr7",28299320,28825894,"+","gene","ENSG00000146592.16","CREB5","protein_coding","HAVANA"
"chr7",28953357,28958292,"-","gene","ENSG00000255690.2","TRIL","protein_coding","HAVANA"
"chr7",28958949,28959345,"+","gene","ENSG00000228421.2","AC005013.5","lincRNA","HAVANA"
"chr7",28995230,29195451,"-","gene","ENSG00000106066.14","CPVL","protein_coding","HAVANA"
"chr7",29122273,29514224,"+","gene","ENSG00000106069.21","CHN2","protein_coding","HAVANA"
"chr7",29563810,29567295,"+","gene","ENSG00000176532.3","PRR15","protein_coding","HAVANA"
"chr7",29806485,29917066,"+","gene","ENSG00000122574.10","WIPF3","protein_coding","HAVANA"
"chr7",29920102,29990289,"-","gene","ENSG00000136193.16","SCRN1","protein_coding","HAVANA"
"chr7",30010586,30026684,"-","gene","ENSG00000106080.10","FKBP14","protein_coding","HAVANA"
"chr7",30027403,30130483,"+","gene","ENSG00000106086.18","PLEKHA8","protein_coding","HAVANA"
"chr7",30134809,30162762,"+","gene","ENSG00000180354.15","MTURN","protein_coding","HAVANA"
"chr7",30176386,30179014,"-","gene","ENSG00000227017.1","AC007036.6","lincRNA","HAVANA"
"chr7",30284306,30367692,"+","gene","ENSG00000180233.10","ZNRF2","protein_coding","HAVANA"
"chr7",30390884,30412375,"+","gene","ENSG00000281404.1","LINC01176","lincRNA","HAVANA"
"chr7",30424526,30478784,"-","gene","ENSG00000106100.10","NOD1","protein_coding","HAVANA"
"chr7",30496620,30504844,"-","gene","ENSG00000006625.17","GGCT","protein_coding","HAVANA"
"chr7",30525730,30533613,"+","gene","ENSG00000264520.1","RP4-777O23.2","lincRNA","HAVANA"
"chr7",30550216,30551569,"+","gene","ENSG00000263683.1","RP4-777O23.1","lincRNA","HAVANA"
"chr7",30594680,30634033,"+","gene","ENSG00000106105.13","GARS","protein_coding","HAVANA"
"chr7",30651942,30689284,"-","gene","ENSG00000106113.18","CRHR2","protein_coding","HAVANA"
"chr7",30697984,30757602,"+","gene","ENSG00000241644.2","INMT","protein_coding","HAVANA"
"chr7",30771416,30892387,"+","gene","ENSG00000106125.14","MINDY4","protein_coding","HAVANA"
"chr7",30911693,30925516,"+","gene","ENSG00000240583.11","AQP1","protein_coding","HAVANA"
"chr7",30938668,30993254,"+","gene","ENSG00000106128.18","GHRHR","protein_coding","HAVANA"
"chr7",31052460,31111479,"+","gene","ENSG00000078549.14","ADCYAP1R1","protein_coding","HAVANA"
"chr7",31337460,31340894,"-","gene","ENSG00000164600.6","NEUROD6","protein_coding","HAVANA"
"chr7",31414644,31421286,"-","gene","ENSG00000231418.1","AC006380.3","lincRNA","HAVANA"
"chr7",31514070,31658720,"+","gene","ENSG00000180347.13","CCDC129","protein_coding","HAVANA"
"chr7",31686714,31708455,"+","gene","ENSG00000106341.10","PPP1R17","protein_coding","HAVANA"
"chr7",31751178,32299329,"-","gene","ENSG00000154678.16","PDE1C","protein_coding","HAVANA"
"chr7",32485331,32495283,"-","gene","ENSG00000106355.9","LSM5","protein_coding","HAVANA"
"chr7",32495425,32588721,"+","gene","ENSG00000105778.18","AVL9","protein_coding","HAVANA"
"chr7",32758881,32759353,"+","gene","ENSG00000273014.1","RP11-225B17.2","lincRNA","HAVANA"
"chr7",32760278,32762924,"+","gene","ENSG00000281332.1","LINC00997","lincRNA","HAVANA"
"chr7",32845393,32846061,"+","gene","ENSG00000272905.1","RP11-265E18.1","lincRNA","HAVANA"
"chr7",32868171,32894131,"-","gene","ENSG00000170852.10","KBTBD2","protein_coding","HAVANA"
"chr7",32957403,33006931,"+","gene","ENSG00000122642.10","FKBP9","protein_coding","HAVANA"
"chr7",33014113,33062797,"-","gene","ENSG00000122643.18","NT5C3A","protein_coding","HAVANA"
"chr7",33094796,33109390,"-","gene","ENSG00000164610.8","RP9","protein_coding","HAVANA"
"chr7",33129243,33606068,"+","gene","ENSG00000122507.20","BBS9","protein_coding","HAVANA"
"chr7",33725980,33728456,"+","gene","ENSG00000173862.3","RP11-89N17.1","lincRNA","HAVANA"
"chr7",33793167,33803156,"-","gene","ENSG00000236494.1","RP11-89N17.4","lincRNA","HAVANA"
"chr7",33868500,33874231,"-","gene","ENSG00000233219.1","RP11-89N17.3","lincRNA","HAVANA"
"chr7",33904910,34155872,"+","gene","ENSG00000164619.8","BMPER","protein_coding","HAVANA"
"chr7",34209525,34256343,"+","gene","ENSG00000236212.1","AC009262.2","lincRNA","HAVANA"
"chr7",34658238,34878332,"+","gene","ENSG00000187258.13","NPSR1","protein_coding","HAVANA"
"chr7",34928875,35038271,"-","gene","ENSG00000173852.14","DPY19L1","protein_coding","HAVANA"
"chr7",35202429,35254147,"-","gene","ENSG00000164532.10","TBX20","protein_coding","HAVANA"
"chr7",35258380,35259729,"-","gene","ENSG00000226063.1","AC009531.2","lincRNA","HAVANA"
"chr7",35496020,35510263,"-","gene","ENSG00000235464.1","AC007652.1","lincRNA","HAVANA"
"chr7",35632658,35695135,"-","gene","ENSG00000122557.9","HERPUD2","protein_coding","HAVANA"
"chr7",35715033,35734887,"+","gene","ENSG00000227544.8","AC018647.3","lincRNA","HAVANA"
"chr7",35751855,35800616,"-","gene","ENSG00000228878.7","SEPT7-AS1","lincRNA","HAVANA"
"chr7",35800931,35907105,"+","gene","ENSG00000122545.18","SEPT7","protein_coding","HAVANA"
"chr7",36029610,36055431,"+","gene","ENSG00000232930.1","AC083864.3","lincRNA","HAVANA"
"chr7",36079083,36085736,"+","gene","ENSG00000205745.2","AC083864.4","lincRNA","HAVANA"
"chr7",36153148,36301543,"+","gene","ENSG00000122547.10","EEPD1","protein_coding","HAVANA"
"chr7",36324220,36390125,"-","gene","ENSG00000164542.12","KIAA0895","protein_coding","HAVANA"
"chr7",36389805,36453791,"+","gene","ENSG00000011426.10","ANLN","protein_coding","HAVANA"
"chr7",36512948,36724549,"-","gene","ENSG00000136250.11","AOAH","protein_coding","HAVANA"
"chr7",36734003,36734535,"-","gene","ENSG00000272984.1","RP11-85E16.1","lincRNA","HAVANA"
"chr7",36750686,36763081,"+","gene","ENSG00000229424.1","AC007349.4","lincRNA","HAVANA"
"chr7",36781007,36782789,"+","gene","ENSG00000235728.1","AC007349.5","lincRNA","HAVANA"
"chr7",36854360,37449249,"-","gene","ENSG00000155849.15","ELMO1","protein_coding","HAVANA"
"chr7",37683795,37833788,"+","gene","ENSG00000187037.8","GPR141","protein_coding","HAVANA"
"chr7",37920560,37951941,"+","gene","ENSG00000086289.11","EPDR1","protein_coding","HAVANA"
"chr7",37848596,37900401,"+","gene","ENSG00000086288.11","NME8","protein_coding","HAVANA"
"chr7",37905931,38025695,"-","gene","ENSG00000106483.11","SFRP4","protein_coding","HAVANA"
"chr7",38178221,38230671,"+","gene","ENSG00000010270.13","STARD3NL","protein_coding","HAVANA"
"chr7",38326069,38329643,"-","gene","ENSG00000272908.1","RP11-121A8.1","lincRNA","HAVANA"
"chr7",38383703,38631567,"-","gene","ENSG00000078053.16","AMPH","protein_coding","HAVANA"
"chr7",38722962,38932394,"-","gene","ENSG00000006715.15","VPS41","protein_coding","HAVANA"
"chr7",38977997,39493095,"+","gene","ENSG00000106536.19","POU6F2","protein_coding","HAVANA"
"chr7",39566375,39610320,"+","gene","ENSG00000241127.7","YAE1D1","protein_coding","HAVANA"
"chr7",39623482,39708124,"+","gene","ENSG00000006451.7","RALA","protein_coding","HAVANA"
"chr7",39733631,39793092,"+","gene","ENSG00000188185.11","LINC00265","lincRNA","HAVANA"
"chr7",39950036,40097134,"+","gene","ENSG00000065883.14","CDK13","protein_coding","HAVANA"
"chr7",40126022,40134659,"-","gene","ENSG00000168303.6","MPLKIP","protein_coding","HAVANA"
"chr7",40134976,40860763,"+","gene","ENSG00000175600.15","SUGCT","protein_coding","HAVANA"
"chr7",40964666,40979939,"-","gene","ENSG00000232458.1","LINC01450","lincRNA","HAVANA"
"chr7",41101603,41133507,"+","gene","ENSG00000224017.1","LINC01449","lincRNA","HAVANA"
"chr7",41667167,41705834,"-","gene","ENSG00000122641.10","INHBA","protein_coding","HAVANA"
"chr7",41960949,42237059,"-","gene","ENSG00000106571.12","GLI3","protein_coding","HAVANA"
"chr7",42661725,42706447,"-","gene","ENSG00000238284.1","LINC01448","lincRNA","HAVANA"
"chr7",42829671,42844438,"-","gene","ENSG00000231539.1","AC010132.10","lincRNA","HAVANA"
"chr7",42901271,42902639,"-","gene","ENSG00000261019.1","RP11-111K18.2","lincRNA","HAVANA"
"chr7",42908725,42912305,"-","gene","ENSG00000136197.12","C7orf25","protein_coding","HAVANA"
"chr7",42916856,42932199,"-","gene","ENSG00000106588.10","PSMA2","protein_coding","HAVANA"
"chr7",42932223,42948958,"+","gene","ENSG00000106591.3","MRPL32","protein_coding","HAVANA"
"chr7",42954134,43113740,"-","gene","ENSG00000232006.8","AC005537.2","lincRNA","HAVANA"
"chr7",43112598,43566001,"+","gene","ENSG00000002746.14","HECW1","protein_coding","HAVANA"
"chr7",43582757,43626786,"+","gene","ENSG00000164543.5","STK17A","protein_coding","HAVANA"
"chr7",43608455,43729717,"-","gene","ENSG00000106603.18","COA1","protein_coding","HAVANA"
"chr7",43758679,43807342,"+","gene","ENSG00000106605.10","BLVRA","protein_coding","HAVANA"
"chr7",43866557,43869893,"-","gene","ENSG00000062582.13","MRPS24","protein_coding","HAVANA"
"chr7",43875893,43926411,"-","gene","ENSG00000106608.16","URGCP","protein_coding","HAVANA"
"chr7",43926437,43956136,"+","gene","ENSG00000078967.12","UBE2D4","protein_coding","HAVANA"
"chr7",44000888,44010122,"+","gene","ENSG00000136206.3","SPDYE1","protein_coding","HAVANA"
"chr7",44004045,44007866,"-","gene","ENSG00000228434.1","AC004951.6","lincRNA","HAVANA"
"chr7",44039170,44042306,"+","gene","ENSG00000235314.1","LINC00957","lincRNA","HAVANA"
"chr7",44044639,44069456,"+","gene","ENSG00000136279.20","DBNL","protein_coding","HAVANA"
"chr7",44072246,44082540,"-","gene","ENSG00000122678.16","POLM","protein_coding","HAVANA"
"chr7",44104360,44114562,"+","gene","ENSG00000106624.10","AEBP1","protein_coding","HAVANA"
"chr7",44114680,44124358,"-","gene","ENSG00000106628.10","POLD2","protein_coding","HAVANA"
"chr7",44138863,44141332,"-","gene","ENSG00000106631.8","MYL7","protein_coding","HAVANA"
"chr7",44144270,44198170,"-","gene","ENSG00000106633.15","GCK","protein_coding","HAVANA"
"chr7",44200967,44214294,"+","gene","ENSG00000106636.7","YKT6","protein_coding","HAVANA"
"chr7",44217149,44334577,"-","gene","ENSG00000058404.19","CAMK2B","protein_coding","HAVANA"
"chr7",44379120,44490880,"-","gene","ENSG00000015676.17","NUDCD3","protein_coding","HAVANA"
"chr7",44512534,44541315,"-","gene","ENSG00000015520.14","NPC1L1","protein_coding","HAVANA"
"chr7",44565416,44575051,"-","gene","ENSG00000136271.10","DDX56","protein_coding","HAVANA"
"chr7",44577893,44582287,"-","gene","ENSG00000158604.14","TMED4","protein_coding","HAVANA"
"chr7",44606571,44709066,"+","gene","ENSG00000105953.14","OGDH","protein_coding","HAVANA"
"chr7",44748580,44769881,"+","gene","ENSG00000122515.14","ZMIZ2","protein_coding","HAVANA"
"chr7",44796679,44824564,"+","gene","ENSG00000196262.13","PPIA","protein_coding","HAVANA"
"chr7",44826790,44848083,"-","gene","ENSG00000105968.18","H2AFV","protein_coding","HAVANA"
"chr7",44876292,44884952,"-","gene","ENSG00000146676.8","PURB","protein_coding","HAVANA"
"chr7",44962661,44979098,"-","gene","ENSG00000136286.14","MYO1G","protein_coding","HAVANA"
"chr7",44983022,44986961,"-","gene","ENSG00000232956.8","SNHG15","lincRNA","HAVANA"
"chr7",44999474,45076469,"+","gene","ENSG00000136280.15","CCM2","protein_coding","HAVANA"
"chr7",45080437,45088914,"-","gene","ENSG00000136274.8","NACAD","protein_coding","HAVANA"
"chr7",45100099,45112047,"-","gene","ENSG00000136270.13","TBRG4","protein_coding","HAVANA"
"chr7",45157790,45186302,"+","gene","ENSG00000122679.8","RAMP3","protein_coding","HAVANA"
"chr7",45460711,45542182,"+","gene","ENSG00000225537.1","AC073325.1","lincRNA","HAVANA"
"chr7",45574139,45723116,"+","gene","ENSG00000164742.14","ADCY1","protein_coding","HAVANA"
"chr7",45860007,45873082,"-","gene","ENSG00000283247.1","RP11-638I8.1","protein_coding","HAVANA"
"chr7",45888356,45893668,"+","gene","ENSG00000146678.9","IGFBP1","protein_coding","HAVANA"
"chr7",45912244,45921874,"-","gene","ENSG00000146674.14","IGFBP3","protein_coding","HAVANA"
"chr7",45969656,45980191,"+","gene","ENSG00000237471.1","AC073115.6","lincRNA","HAVANA"
"chr7",45990904,46000898,"+","gene","ENSG00000229628.1","AC073115.7","lincRNA","HAVANA"
"chr7",46261063,46294469,"+","gene","ENSG00000229459.1","AC023669.1","lincRNA","HAVANA"
"chr7",46302119,46343621,"+","gene","ENSG00000237760.1","AC092657.2","lincRNA","HAVANA"
"chr7",46476456,46476587,"-","gene","ENSG00000240355.1","AC004869.3","lincRNA","HAVANA"
"chr7",46477821,46481578,"-","gene","ENSG00000230680.2","AC004869.2","lincRNA","HAVANA"
"chr7",46673784,46759851,"-","gene","ENSG00000233539.5","AC011294.3","lincRNA","HAVANA"
"chr7",46890624,47049678,"-","gene","ENSG00000232072.1","AC004901.1","lincRNA","HAVANA"
"chr7",47000619,47079128,"-","gene","ENSG00000229192.6","AC004870.3","lincRNA","HAVANA"
"chr7",47275153,47582558,"-","gene","ENSG00000136205.16","TNS3","protein_coding","HAVANA"
"chr7",47621938,47629893,"+","gene","ENSG00000236078.1","LINC01447","lincRNA","HAVANA"
"chr7",47655243,47661648,"+","gene","ENSG00000221845.4","C7orf65","lincRNA","HAVANA"
"chr7",47695729,47979581,"-","gene","ENSG00000136273.11","HUS1","protein_coding","HAVANA"
"chr7",47774651,47948491,"-","gene","ENSG00000158683.7","PKD1L1","protein_coding","HAVANA"
"chr7",47987147,48029119,"-","gene","ENSG00000164744.12","SUN3","protein_coding","HAVANA"
"chr7",48035510,48061304,"+","gene","ENSG00000164746.13","C7orf57","protein_coding","HAVANA"
"chr7",48088627,48108733,"+","gene","ENSG00000183696.13","UPP1","protein_coding","HAVANA"
"chr7",48171457,48647496,"+","gene","ENSG00000179869.14","ABCA13","protein_coding","HAVANA"
"chr7",48660574,48663305,"-","gene","ENSG00000228173.1","AC091770.3","lincRNA","HAVANA"
"chr7",49230136,49254816,"+","gene","ENSG00000234686.1","AC010971.1","lincRNA","HAVANA"
"chr7",49773660,49921950,"+","gene","ENSG00000188730.4","VWC2","protein_coding","HAVANA"
"chr7",49850420,50121329,"-","gene","ENSG00000042813.7","ZPBP","protein_coding","HAVANA"
"chr7",50096035,50159830,"+","gene","ENSG00000164500.6","C7orf72","protein_coding","HAVANA"
"chr7",50202000,50262994,"-","gene","ENSG00000231681.2","AC020743.3","lincRNA","HAVANA"
"chr7",50274789,50275622,"-","gene","ENSG00000235620.1","AC020743.4","lincRNA","HAVANA"
"chr7",50304123,50405101,"+","gene","ENSG00000185811.16","IKZF1","protein_coding","HAVANA"
"chr7",50444127,50450390,"-","gene","ENSG00000132436.11","FIGNL1","protein_coding","HAVANA"
"chr7",50458435,50565457,"-","gene","ENSG00000132437.17","DDC","protein_coding","HAVANA"
"chr7",50590062,50793462,"-","gene","ENSG00000106070.17","GRB10","protein_coding","HAVANA"
"chr7",50839362,50841992,"-","gene","ENSG00000236046.1","AC004920.3","lincRNA","HAVANA"
"chr7",51016211,51316818,"-","gene","ENSG00000106078.17","COBL","protein_coding","HAVANA"
"chr7",51614250,51630870,"+","gene","ENSG00000229403.1","RP4-718N17.2","lincRNA","HAVANA"
"chr7",52165234,52192913,"-","gene","ENSG00000233960.1","RP11-153N17.1","lincRNA","HAVANA"
"chr7",53035641,53036924,"+","gene","ENSG00000221900.5","POM121L12","protein_coding","HAVANA"
"chr7",53514991,53517116,"-","gene","ENSG00000234105.1","GS1-278J22.1","lincRNA","HAVANA"
"chr7",53559213,53568249,"-","gene","ENSG00000228627.1","GS1-278J22.2","lincRNA","HAVANA"
"chr7",53655508,53811931,"-","gene","ENSG00000205628.2","LINC01446","lincRNA","HAVANA"
"chr7",53926675,53947744,"-","gene","ENSG00000238131.1","RP11-806J6.1","lincRNA","HAVANA"
"chr7",54201223,54202421,"+","gene","ENSG00000280920.1","HPVC1","lincRNA","HAVANA"
"chr7",54330696,54349849,"+","gene","ENSG00000231427.5","LINC01445","lincRNA","HAVANA"
"chr7",54542324,54571080,"+","gene","ENSG00000170419.10","VSTM2A","protein_coding","HAVANA"
"chr7",54576051,54578794,"-","gene","ENSG00000228735.1","GS1-18A18.2","lincRNA","HAVANA"
"chr7",54752249,54759974,"-","gene","ENSG00000132432.13","SEC61G","protein_coding","HAVANA"
"chr7",55019020,55211628,"+","gene","ENSG00000146648.17","EGFR","protein_coding","HAVANA"
"chr7",55235964,55255635,"-","gene","ENSG00000280890.1","ELDR","lincRNA","HAVANA"
"chr7",55365447,55433742,"+","gene","ENSG00000132434.9","LANCL2","protein_coding","HAVANA"
"chr7",55436055,55572988,"-","gene","ENSG00000154978.12","VOPP1","protein_coding","HAVANA"
"chr7",55592073,55593193,"+","gene","ENSG00000233977.1","RP11-310H4.2","lincRNA","HAVANA"
"chr7",55593776,55595006,"+","gene","ENSG00000231394.1","RP11-310H4.3","lincRNA","HAVANA"
"chr7",55793543,55862789,"-","gene","ENSG00000154997.8","SEPT14","protein_coding","HAVANA"
"chr7",55887474,55942225,"+","gene","ENSG00000178665.14","ZNF713","protein_coding","HAVANA"
"chr7",55951792,56000181,"+","gene","ENSG00000146729.9","GBAS","protein_coding","HAVANA"
"chr7",55951962,55956501,"+","gene","ENSG00000239789.5","MRPS17","protein_coding","HAVANA"
"chr7",56011050,56051604,"-","gene","ENSG00000146733.13","PSPH","protein_coding","HAVANA"
"chr7",56051629,56063989,"+","gene","ENSG00000146731.10","CCT6A","protein_coding","HAVANA"
"chr7",56064001,56080282,"+","gene","ENSG00000129103.17","SUMF2","protein_coding","HAVANA"
"chr7",56080670,56092996,"-","gene","ENSG00000164776.9","PHKG1","protein_coding","HAVANA"
"chr7",56101568,56106576,"-","gene","ENSG00000106153.12","CHCHD2","protein_coding","HAVANA"
"chr7",56114680,56116400,"-","gene","ENSG00000185290.3","NUPR2","protein_coding","HAVANA"
"chr7",56482104,56483295,"-","gene","ENSG00000225488.1","RP11-760D2.1","lincRNA","HAVANA"
"chr7",56493123,56497285,"+","gene","ENSG00000261275.1","RP11-760D2.11","lincRNA","HAVANA"
"chr7",56534229,56538130,"-","gene","ENSG00000233288.1","RP11-760D2.5","lincRNA","HAVANA"
"chr7",56809213,56848800,"-","gene","ENSG00000279072.1","RP13-580B18.4","lincRNA","HAVANA"
"chr7",57119613,57139864,"-","gene","ENSG00000185177.12","ZNF479","protein_coding","HAVANA"
"chr7",57209864,57222174,"-","gene","ENSG00000234089.1","RP11-1217F2.15","lincRNA","HAVANA"
"chr7",57404770,57416203,"+","gene","ENSG00000260653.5","RP11-114G11.5","lincRNA","HAVANA"
"chr7",57450176,57473546,"+","gene","ENSG00000182111.8","ZNF716","protein_coding","HAVANA"
"chr7",63044826,63054431,"-","gene","ENSG00000227148.1","RP11-196D18.1","lincRNA","HAVANA"
"chr7",63326673,63326900,"-","gene","ENSG00000226587.1","RP5-905H7.9","lincRNA","HAVANA"
"chr7",63354456,63359306,"+","gene","ENSG00000229301.1","RP5-905H7.8","lincRNA","HAVANA"
"chr7",63380465,63385789,"-","gene","ENSG00000230600.1","RP11-73B2.2","lincRNA","HAVANA"
"chr7",63388807,63393657,"-","gene","ENSG00000232817.1","RP11-73B2.4","lincRNA","HAVANA"
"chr7",63421223,63422046,"+","gene","ENSG00000227305.1","RP11-340I6.3","lincRNA","HAVANA"
"chr7",63394276,63395439,"+","gene","ENSG00000234387.1","RP11-340I6.1","lincRNA","HAVANA"
"chr7",63888199,63900794,"-","gene","ENSG00000236299.7","RP11-340I6.7","lincRNA","HAVANA"
