"","X","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","M_AVG","F_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_Islands_Name","SNP_ID","SNP_DISTANCE","t_Pvals","t_Padj","FDR","Higher_Met_In"
"161",682,"cg03203155",-0.0900042791522286,0.635949199384134,-29.0188025760235,1.17657690065336e-159,1.46040968866831e-156,353.177042033982,0.587136394763266,0.677140673915498,0.090004279152232,6,28709803,"R","II","","IGR","opensea","IGR-opensea","","rs138850862","1",3.00531751046127e-155,3.6137363564037e-152,9.92915804237243e-157,"Female"
"162",683,"cg15772157",-0.0526829569836851,0.337732238671669,-29.00717109295,1.51415929751699e-159,1.87667740997361e-156,352.925008532178,0.309160231759146,0.361843188742833,0.0526829569836869,10,22766320,"R","II","","IGR","island","IGR-island","chr10:22764708-22767050","rs151292529","16",1.8071890665789e-156,2.19802745719478e-153,1.2708952832424e-156,"Female"
"163",687,"cg19731612",-0.0780971509224029,0.701557802008482,-28.8816755671315,2.29497120392873e-158,2.82786886239209e-155,350.208923182268,0.659202693947742,0.737299844870148,0.078097150922406,5,176559334,"R","I","NSD1","TSS1500","island","TSS1500-island","chr5:176558852-176561652","","",3.36635426358457e-163,4.27240826127796e-160,1.9056606342441e-155,"Female"
"164",722,"cg00016625",-0.0696447533942436,0.61127616195697,-27.8966810202925,3.44695476128197e-149,4.04144942574058e-146,329.098204855983,0.573505116265332,0.643149869659579,0.0696447533942467,16,33935639,"F","II","","IGR","shore","IGR-shore","chr16:33936400-33936681","rs79150265;rs148720914;rs76178152;rs532062555;rs11859816;rs35606619;rs76827634;rs76912013;rs77563011;rs529960314;rs548060138","5;12;13;22;24;26;30;31;46;50;51",6.19574305746574e-154,7.35601542809968e-151,2.67618120711171e-146,"Female"
"165",734,"cg13045294",-0.0664755450516279,0.642558834951012,-27.5791416460972,2.88885325498879e-146,3.33171760759247e-143,322.373621152221,0.606506573622608,0.672982118674238,0.0664755450516299,19,41113556,"F","II","LTBP4","Body","shore","Body-shore","chr19:41115445-41115767","","",3.87111871115489e-141,4.30616429004333e-138,2.20973081639482e-143,"Female"
"166",744,"cg22744079",-0.0814359280478296,0.523316395721791,-27.3440565714466,4.10716322842139e-144,4.67312921722173e-141,317.421521626512,0.479150539582946,0.560586467630779,0.0814359280478335,4,155410860,"F","II","DCHS2","1stExon","island","1stExon-island","chr4:155410623-155413393","rs35172627","49",3.0727044507786e-143,3.45892950769475e-140,3.06611582587893e-141,"Female"
"167",751,"cg08532057",-0.0694698566709376,0.24888202716466,-27.1975849370482,8.91034377729623e-143,1.00436896742851e-139,314.347580996699,0.211205834736268,0.280675691407207,0.0694698566709391,13,25875436,"F","II","NUPL1","TSS1500","island","TSS1500-island","chr13:25874994-25876200","rs7335827","43",4.8819847358903e-145,5.54726491889941e-142,6.52632245778775e-140,"Female"
"168",756,"cg19669044",-0.0507006892256581,0.391729306100572,-27.1301186948284,3.6655003334886e-142,4.10440521006055e-139,312.934694790059,0.364232359726172,0.414933048951831,0.0507006892256595,8,57026889,"R","II","MOS","TSS1500","shore","TSS1500-shore","chr8:57025546-57026543","","",7.86551745069142e-142,8.79569541467853e-139,2.64730958503927e-139,"Female"
"169",767,"cg24010336",-0.0523836311706566,0.646356776904991,-26.9605787339705,1.27071192001501e-140,1.40246006084338e-137,309.392590898839,0.617947105967677,0.670330737138337,0.0523836311706593,19,39467258,"R","II","FBXO17","TSS1500","shore","TSS1500-shore","chr19:39465846-39466403","rs529314399","4",7.66138415326119e-135,8.01673411319051e-132,8.92821744416703e-138,"Female"
"170",798,"cg22953960",-0.0511344921601117,0.38778703674845,-26.4618709283959,4.00919763249737e-136,4.25297995921626e-133,299.044334105855,0.360054822250324,0.411189314410438,0.051134492160114,10,22766081,"F","II","","IGR","island","IGR-island","chr10:22764708-22767050","","",8.37183232945097e-136,8.83659428805963e-133,2.66042816230311e-133,"Female"
"171",799,"cg07976851",-0.0524593991768889,0.567813379961089,-26.451334846636,4.98431564578769e-136,5.28077325834685e-133,298.826868098657,0.539362617101041,0.591822016277932,0.0524593991768901,10,121417992,"F","II","BAG3","Body","opensea","Body-opensea","","rs547479927;rs567292067;rs536196393","1;26;42",3.26769841004865e-122,3.07012415224152e-119,3.29342368019839e-133,"Female"
"172",803,"cg14361252",-0.0943633844627354,0.679810188550822,-26.4324135623266,7.36796533648702e-136,7.76731272794396e-133,298.436452255304,0.628633272380506,0.722996656843244,0.0943633844627381,13,111465457,"F","I","","IGR","island","IGR-island","chr13:111464738-111465988","rs545826182","36",7.51223265484068e-130,7.53468924605888e-127,4.80707109881946e-133,"Female"
"173",808,"cg08415582",-0.0688268630752227,0.71412165047168,-26.3448042769046,4.49161537513095e-135,4.70576203242819e-132,296.63079365874,0.676794178360316,0.745621041435544,0.0688268630752282,8,57030523,"R","I","","IGR","island","IGR-island","chr8:57030196-57030884","rs577703582;rs142856921","6;3",1.33098647879598e-133,1.37908282373294e-130,2.9060377175816e-132,"Female"
"174",818,"cg22549041",-0.0995405552650908,0.441619960165183,-26.1687905880275,1.6796373308553e-133,1.73820492937362e-130,293.013310763136,0.387635263862139,0.487175819127232,0.0995405552650937,15,75019251,"F","I","CYP1A1","TSS1500","island","TSS1500-island","chr15:75018186-75019336","rs3809585;rs36074335","38;43",5.27885865827145e-133,5.43634460824322e-130,1.06453357330836e-130,"Female"
"175",844,"cg17076667",-0.0501088054714578,0.684117988096125,-25.7252303156111,1.45270915859551e-129,1.45705179509685e-126,283.958572570213,0.656942043193256,0.707050848664717,0.0501088054714609,10,121418050,"R","II","BAG3","Body","opensea","Body-opensea","","rs567292067;rs536196393","34;18",5.58512255686744e-115,4.80969959532767e-112,8.77718960032657e-127,"Female"
"176",846,"cg03890691",-0.0815038892859897,0.379960677724362,-25.6981574341523,2.51897668066646e-129,2.52053392038749e-126,283.408799496504,0.335757963575306,0.417261852861297,0.0815038892859915,16,30023615,"F","I","DOC2A","TSS1500","shore","TSS1500-shore","chr16:30022651-30023007","rs539088258","2",2.65782456330578e-131,2.6945025422794e-128,1.51019946339972e-126,"Female"
"177",852,"cg20692845",-0.0554284829389075,0.728331141773105,-25.6572921906344,5.77799463005185e-129,5.74085134767064e-126,282.57957841576,0.698270129856639,0.75369861279555,0.0554284829389111,3,181416497,"R","II","SOX2-OT","Body","shelf","Body-shelf","chr3:181413014-181414022","","",2.54657837380496e-123,2.41945809733838e-120,3.42441011513432e-126,"Female"
"178",862,"cg27053299",-0.0603695785940696,0.640406175119564,-25.5110064880241,1.12131898917419e-127,1.10118597989873e-124,279.617502460567,0.607665415761085,0.668034994355158,0.0603695785940722,13,100548780,"F","I","CLYBL","3'UTR","island","3'UTR-island","chr13:100547633-100548911","rs537135220;rs555985305","10;47",4.35719509312198e-126,4.23961593312058e-123,6.52120486895094e-125,"Female"
"179",867,"cg04580344",-0.0908465282344634,0.616689075297225,-25.4522633686769,3.6789248830054e-127,3.59203521192201e-124,278.43082141515,0.567419486395872,0.658266014630338,0.090846528234466,6,127797022,"R","II","C6orf174","Body","island","Body-island","chr6:127796286-127797356","rs554430829","2",2.49506345415153e-128,2.47611793716145e-125,2.12362861703834e-124,"Female"
"180",872,"cg08844745",-0.057128849184905,0.527156388797345,-25.3729643630568,1.82461986605648e-126,1.77131041613959e-123,276.831430894147,0.496173202445047,0.553302051629953,0.057128849184906,19,39467435,"F","II","FBXO17","TSS1500","shore","TSS1500-shore","chr19:39465846-39466403","rs551953638;rs570281889;rs534426520","3;4;10",9.45583808117134e-125,9.10646691693676e-122,1.04162986603499e-123,"Female"
"181",881,"cg11704490",-0.0646532180300412,0.557503153348249,-25.2186662365635,4.08056916379083e-125,3.92088042024938e-122,273.72780033828,0.522439210505342,0.587092428535386,0.0646532180300436,2,162284894,"R","II","","IGR","shore","IGR-shore","chr2:162283581-162284677","","",1.80891176545883e-123,1.7205454094736e-120,2.28744627658885e-122,"Female"
"182",893,"cg09066361",-0.0735594566644704,0.398523184167517,-25.0315799272557,1.73993878645986e-123,1.64938208435651e-120,269.979707609669,0.358629043355536,0.432188500020007,0.0735594566644718,7,126890254,"R","II","GRM8","5'UTR","shore","5'UTR-shore","chr7:126891300-126894205","","",3.65105411359374e-124,3.49231783209233e-121,9.6147407431998e-121,"Female"
"183",897,"cg22584138",-0.0655280970579731,0.435896644009374,-24.9478296859374,9.28531273998683e-123,8.76279910433876e-120,268.307245107452,0.400358220403335,0.46588631746131,0.0655280970579755,17,28562220,"F","II","SLC6A4","5'UTR","shore","5'UTR-shore","chr17:28562387-28563186","","",4.33671615878283e-122,4.06548169754298e-119,5.09471657823207e-120,"Female"
"184",902,"cg20390711",-0.0861459757841578,0.761631718480555,-24.8888451797742,3.01390323744059e-122,2.82853482291344e-119,267.131360066836,0.714911421129872,0.801057396914032,0.0861459757841596,6,127796683,"F","I","C6orf174","Body","island","Body-island","chr6:127796286-127797356","","",2.60258173628301e-122,2.44793922127055e-119,1.64208023474842e-119,"Female"
"185",909,"cg14079463",-0.115191273701311,0.537805301081864,-24.7918953744476,2.07973795022907e-121,1.93679428915485e-118,265.202252673174,0.475332614336594,0.59052388803791,0.115191273701315,6,127796989,"R","II","C6orf174","Body","island","Body-island","chr6:127796286-127797356","","",3.16574292864226e-123,3.00434327486887e-120,1.12131093554052e-118,"Female"
"186",910,"cg14686645",-0.0646270515821811,0.368213816423037,-24.7672273596591,3.39735479731982e-121,3.16037250010062e-118,264.712132279966,0.3331640646577,0.397791116239883,0.0646270515821828,17,42452426,"F","II","ITGA2B","Body","opensea","Body-opensea","","rs573244991","24",2.06806083563851e-121,1.91958449864827e-118,1.82537874815996e-118,"Female"
"187",913,"cg05010260",-0.0671623557933142,0.627128364750323,-24.7509744195618,4.69350336057302e-121,4.35176182398944e-118,264.389369036686,0.590703619370479,0.657865975163796,0.0671623557933169,7,100820291,"R","II","C7orf52","5'UTR","shelf","5'UTR-shelf","chr7:100823307-100823701","rs576910753;rs534414728","35;1",1.112151915348e-116,9.71581192813353e-114,2.49588292747623e-118,"Female"
"188",923,"cg18041277",-0.0611637849726021,0.795848841087656,-24.6485992294955,3.58351062733335e-120,3.28659172999145e-117,262.359270838223,0.762677352866626,0.823841137839231,0.061163784972605,8,57030824,"F","I","","IGR","island","IGR-island","chr8:57030196-57030884","rs530815559;rs190195486;rs563259328;rs529162842","32;36;43;44",3.34885941313395e-113,2.82359214839083e-110,1.86724954090962e-117,"Female"
"189",924,"cg18121224",-0.0514538727765271,0.643106861613777,-24.6436908087802,3.94984516572705e-120,3.61865235847052e-117,262.262064997365,0.615201434644247,0.666655307420778,0.0514538727765308,5,176559563,"R","I","NSD1","TSS1500","island","TSS1500-island","chr5:176558852-176561652","rs551409441","33",1.09627238828173e-121,1.02204822791345e-118,2.05125102890892e-117,"Female"
"190",928,"cg05612094",-0.0508635754822193,0.300650312852234,-24.6291833578254,5.26609519426968e-120,4.80373998075296e-117,261.974829643157,0.273065026955626,0.323928602437847,0.0508635754822209,14,45722890,"F","II","MIS18BP1","TSS1500","shore","TSS1500-shore","chr14:45722148-45722802","","",1.00033335768829e-119,9.12505598006854e-117,2.70764479991989e-117,"Female"
"191",931,"cg23283155",-0.0577702866646412,0.470884395490265,-24.5948173349276,1.04040316233289e-119,9.45999147355022e-117,261.294821059749,0.439553332762867,0.497323619427511,0.057770286664644,14,70038120,"R","II","CCDC177","3'UTR","island","3'UTR-island","chr14:70038108-70040302","rs574256797;rs186006997","44;5",9.45831435435495e-120,8.6465233716972e-117,5.33174000794477e-117,"Female"
"192",939,"cg10496184",-0.0546968828727527,0.448149457222121,-24.538058048101,3.19931719299076e-119,2.8842338532078e-116,260.172976331083,0.418485220341533,0.473182103214289,0.0546968828727558,2,220299412,"R","I","SPEG","TSS1500","shore","TSS1500-shore","chr2:220299483-220300243","","",1.24538849830022e-117,1.10508386556247e-114,1.61818754102026e-116,"Female"
"193",942,"cg26052357",-0.0672187928370274,0.530394370535613,-24.5018549769868,6.54443235967557e-119,5.8811173189062e-116,259.458249195646,0.493939017162305,0.561157809999334,0.0672187928370291,1,91303544,"R","II","","IGR","shore","IGR-shore","chr1:91300979-91301891","rs532018622","26",9.00900869065483e-118,8.01085405865462e-115,3.29937132449904e-116,"Female"
"194",951,"cg01620164",-0.116528319382712,0.619806323671076,-24.3809992697144,7.10289310984361e-118,6.32256822715472e-115,257.076967222892,0.556608505296177,0.67313682467889,0.116528319382713,2,164590272,"R","I","FIGN","Body","shelf","Body-shelf","chr2:164592917-164593511","rs142027713;rs112153080","18;7",2.36350028322806e-109,1.91460033517614e-106,3.51249374621113e-115,"Female"
"195",956,"cg01025774",-0.0625054877809837,0.491912951870211,-24.3398594510291,1.59673712006792e-117,1.41388566641344e-114,256.268014830553,0.458013806279313,0.520519294060299,0.0625054877809852,5,42944457,"F","II","","IGR","island","IGR-island","chr5:42944266-42944582","rs6860784","37",3.94184281226545e-118,3.51989515080948e-115,7.84614387752866e-115,"Female"
"196",964,"cg09899665",-0.050451441857119,0.382911138099032,-24.2157824695923,1.8283015147045e-116,1.6054971816724e-113,253.833320988955,0.355549368220876,0.406000810077996,0.05045144185712,13,76123907,"R","I","UCHL3","TSS200","island","TSS200-island","chr13:76123438-76124268","rs531040642","51",4.74508335302765e-118,4.22823388974213e-115,8.78931896595309e-114,"Female"
"197",976,"cg02179982",-0.0540147483402815,0.559629714689999,-24.1084561068136,1.49705516446725e-115,1.29845453789991e-112,251.733517216668,0.530335425771579,0.584350174111863,0.0540147483402841,22,46365647,"F","II","WNT7B","Body","shore","Body-shore","chr22:46366726-46368726","rs540481106","0",3.13620339932533e-114,2.68439667361686e-111,7.06564534432053e-113,"Female"
"198",980,"cg13570656",-0.0743754156956452,0.482371071134794,-24.0691832506213,3.22676368723852e-115,2.78727518042063e-112,250.966602298088,0.442034404154694,0.516409819850343,0.0743754156956485,15,75019196,"F","I","CYP1A1","TSS1500","island","TSS1500-island","chr15:75018186-75019336","rs374583096","2",6.3318981846074e-114,5.39245215988773e-111,1.50464087635743e-112,"Female"
"199",996,"cg00105415",-0.0674992662544524,0.602665264209241,-23.9253770834272,5.33560732805778e-114,4.53485373711793e-111,248.165020295645,0.566057799244626,0.633557065499083,0.0674992662544567,10,64579276,"R","II","EGR2","TSS1500","shore","TSS1500-shore","chr10:64574660-64578778","rs184892306","37",3.17242646338844e-112,2.64064106889575e-109,2.42252173884841e-111,"Female"
"200",998,"cg11206167",-0.0779424921571588,0.76802880282955,-23.9194326960453,5.99033267713527e-114,5.08111662209076e-111,248.049439274785,0.725757572203992,0.803700064361154,0.0779424921571621,5,42924367,"R","I","","IGR","island","IGR-island","chr5:42924214-42924670","rs184868761;rs577563139;rs188122232;rs146387543;rs574844511","41;31;25;15;8",6.51603713691833e-115,5.60566596062552e-112,2.71185678553997e-111,"Female"
"201",1001,"cg18092474",-0.0631197988570148,0.459199480689563,-23.8808844975046,1.26833694864168e-113,1.07260379498002e-110,247.300354758051,0.424967170422351,0.488086969279366,0.0631197988570154,15,75019302,"F","II","CYP1A1","TSS1500","island","TSS1500-island","chr15:75018186-75019336","rs528978492;rs36018288","8;41",5.26185831004006e-113,4.41893262122028e-110,5.70854564380238e-111,"Female"
"202",1012,"cg04974775",-0.0763591279861302,0.687601675822809,-23.7253154529337,2.59817245193499e-112,2.17333274558238e-109,244.284978062716,0.646189164878717,0.72254829286485,0.0763591279861336,5,114516854,"R","II","TRIM36","TSS1500","shore","TSS1500-shore","chr5:114514716-114516220","rs541671221","19",4.95647646528391e-109,3.99217062494913e-106,1.1461335852033e-109,"Female"
"203",1013,"cg21126707",-0.0586710895495675,0.407423944470824,-23.6822147268608,5.98486187170177e-112,5.00130624503317e-109,243.451756239169,0.375604341469142,0.434275431018712,0.0586710895495693,12,81111012,"F","II","MYF5","1stExon","island","1stExon-island","chr12:81110725-81111126","rs151268139;rs145853686","6;37",7.97288135621015e-113,6.67579371345508e-110,2.63262714366603e-109,"Female"
"204",1015,"cg26533311",-0.0798717792601664,0.38142633983039,-23.6547905465863,1.01722804875556e-111,8.48381221198719e-109,242.922090660428,0.338108782126791,0.417980561386959,0.079871779260168,6,27206911,"F","II","","IGR","opensea","IGR-opensea","","rs557437169;rs113125117","16;50",2.22790330485016e-112,1.8562710524918e-109,4.46195302131823e-109,"Female"
"205",1023,"cg24755137",-0.057576521769015,0.235203927875742,-23.5667503714971,5.56960459981285e-111,4.60879608469929e-108,241.224322912165,0.20397795135182,0.261554473120836,0.057576521769016,2,133062155,"R","II","","IGR","opensea","IGR-opensea","","rs62167593","12",5.13231298423464e-113,4.31442004404495e-110,2.40232517513816e-108,"Female"
"206",1031,"cg17375267",-0.0648584404808672,0.622549567152004,-23.5017808170002,1.94813983930885e-110,1.59955885663554e-107,239.974023937809,0.587374324229919,0.652232764710789,0.0648584404808699,19,46915776,"R","I","CCDC8","1stExon","island","1stExon-island","chr19:46915311-46915802","rs201941979","4",1.28729319579875e-110,1.06004211866454e-107,8.33342308452339e-108,"Female"
"207",1034,"cg05749985",-0.0554131958693271,0.558224911602426,-23.4596207117446,4.38523462773146e-110,3.59013730442081e-107,239.163852740918,0.528172190455551,0.583585386324882,0.0554131958693307,9,133568412,"F","II","EXOSC2","TSS1500","shore","TSS1500-shore","chr9:133569082-133569451","","",5.38258879227852e-109,4.32714645033807e-106,1.87068808385958e-107,"Female"
"208",1038,"cg08337341",-0.0684539456243562,0.578147473730457,-23.4437477502395,5.9505171126128e-110,4.85284161630089e-107,238.859069380129,0.541022249188214,0.609476194812573,0.0684539456243584,5,42924013,"R","II","","IGR","shore","IGR-shore","chr5:42924214-42924670","rs562969628;rs530047253","50;27",1.52676891925309e-107,1.20676471132856e-104,2.51082716362035e-107,"Female"
"209",1046,"cg16532938",-0.0818390040415863,0.688269412224027,-23.3418909781951,4.2058031039641e-109,3.40373715198566e-106,236.906408255142,0.643884952370826,0.725723956412416,0.0818390040415904,2,164584635,"R","II","FIGN","Body","opensea","Body-opensea","","rs77891698","11",1.08770522869857e-98,7.72455950766446e-96,1.75085440851833e-106,"Female"
"210",1053,"cg02282631",-0.0544545314117678,0.759607926561313,-23.3074994066673,8.12978503512467e-109,6.535660035412e-106,236.248327051148,0.730075126259364,0.784529657671135,0.054454531411771,5,42953543,"F","I","","IGR","shore","IGR-shore","chr5:42951076-42952410","rs569135661","23",1.21915848531027e-105,9.39077068662697e-103,3.32204410706339e-106,"Female"
"211",1060,"cg05330360",-0.0508536205625894,0.368578003026495,-23.2694805895909,1.68338956861333e-108,1.34436602621817e-105,235.521562304625,0.340998116068154,0.391851736630745,0.0508536205625909,17,38023993,"F","II","ZPBP2","TSS1500","shore","TSS1500-shore","chr17:38024145-38024637","rs371424633","51",5.44957792102986e-109,4.37684350136998e-106,6.7894380632504e-106,"Female"
"212",1061,"cg04891961",-0.0529177448958143,0.414628857847516,-23.2618491550123,1.94803229814969e-108,1.55424518862071e-105,235.375772103866,0.38592951636168,0.438847261257496,0.0529177448958159,17,27939900,"F","II","ANKRD13B","Body","island","Body-island","chr17:27939298-27940770","","",9.69061133225592e-110,7.88781286232238e-107,7.83643935730798e-106,"Female"
"213",1062,"cg20679630",-0.0589552358936694,0.403623238849566,-23.2590434156884,2.05544762230968e-108,1.63840271900232e-105,235.322179242212,0.371649532286264,0.430604768179935,0.0589552358936716,17,7487853,"R","II","MPDU1","Body","shore","Body-shore","chr17:7486285-7487431","","",5.48932584196068e-108,4.36323059128083e-105,8.24717818855305e-106,"Female"
"214",1065,"cg01135546",-0.0663439560141487,0.382212018841243,-23.2009340336018,6.24135671970764e-108,4.96098780698317e-105,234.213156740268,0.346231123341634,0.412575079355784,0.0663439560141502,17,45949828,"R","I","","IGR","island","IGR-island","chr17:45949676-45949885","","",5.22777741950006e-107,4.10903790574508e-104,2.49779739361537e-105,"Female"
"215",1066,"cg21587238",-0.0858899759153373,0.536341812194262,-23.1844861698507,8.54426052314378e-108,6.78509667057528e-105,233.899571827156,0.489760353482111,0.575650329397453,0.0858899759153413,5,42953590,"R","I","","IGR","shore","IGR-shore","chr5:42951076-42952410","rs569135661","26",3.97396879059394e-108,3.16468107480711e-105,3.41063158229491e-105,"Female"
"216",1080,"cg22239045",-0.0610561797148846,0.402538311850661,-23.0490494396016,1.12833273768033e-106,8.84407050092002e-104,231.322873137654,0.369425182126257,0.430481361841144,0.0610561797148869,4,155413917,"R","II","DCHS2","TSS1500","shore","TSS1500-shore","chr4:155410623-155413393","rs182731028;rs150087372","27;6",2.4650789894221e-107,1.94477731720649e-104,4.44683377770369e-104,"Female"
"217",1095,"cg01904727",-0.052794156348231,0.565894644597135,-22.8922734942554,2.21055848719126e-105,1.70893936278777e-102,228.352410655982,0.537262329964727,0.59005648631296,0.0527941563482327,5,145484705,"F","II","PLAC8L1","TSS1500","opensea","TSS1500-opensea","","rs538360316;rs35652702","28;36",5.26691982586968e-106,4.07175230297231e-103,8.47533582158234e-103,"Female"
"218",1103,"cg05198393",-0.0640012907802877,0.4780113011495,-22.8283820568324,7.40329573187878e-105,5.68183147129394e-102,227.145632000293,0.443300923690028,0.507302214470318,0.0640012907802902,3,181417084,"R","II","SOX2-OT","Body","shelf","Body-shelf","chr3:181413014-181414022","rs539415878","41",6.48225814119754e-103,4.84750937143195e-100,2.81068204072047e-102,"Female"
"219",1123,"cg11559198",-0.0621316544503907,0.52088338034463,-22.6765327200601,1.29768681613196e-103,9.78202793101049e-101,224.28636012547,0.48718697903988,0.549318633490274,0.0621316544503936,2,232348794,"R","II","","IGR","island","IGR-island","chr2:232348216-232348866","rs549239007","46",4.5762856112698e-102,3.3774464032336e-99,4.79767174846045e-101,"Female"
"220",1128,"cg05056638",-0.0693468673534378,0.666804955771626,-22.6248638121748,3.42876103278944e-103,2.57316052815604e-100,223.316306870136,0.629195465210991,0.69854233256443,0.0693468673534394,8,24800824,"R","I","","IGR","shore","IGR-shore","chr8:24799703-24800147","","",8.40496178153247e-102,6.1869508366854e-99,1.25865521430137e-100,"Female"
"221",1141,"cg05868531",-0.0537894244532683,0.540626097380078,-22.4362980666506,1.17422627658584e-101,8.71174014315753e-99,219.788480772934,0.511454010327801,0.565243434781071,0.0537894244532702,2,232348602,"R","I","","IGR","island","IGR-island","chr2:232348216-232348866","rs560932973","9",2.62717426099579e-99,1.87993528059251e-96,4.27005873010998e-99,"Female"
"222",1143,"cg17277199",-0.0508390577004697,0.604374219716783,-22.4303802436515,1.31152466960459e-101,9.71334906288439e-99,219.678081825343,0.576802230762294,0.627641288462765,0.0508390577004713,2,24397845,"R","I","C2orf84","TSS200","island","TSS200-island","chr2:24397645-24398194","rs549428525;rs183006483","51;42",3.46301790846764e-101,2.53592068246518e-98,4.74710787055621e-99,"Female"
"223",1144,"cg07824824",-0.0577604081155808,0.5726091128042,-22.4301204943607,1.31790530369687e-101,9.75207300176035e-99,219.673236558423,0.541283407596354,0.599043815711936,0.0577604081155823,18,12254976,"R","I","CIDEA","Body","island","Body-island","chr18:12254147-12255089","rs147375150;rs139602222;rs145232911;rs145003296;rs148680201;rs34939372;rs151240352;rs116792316","50;42;35;34;23;22;13;3",3.02875314957938e-100,2.20267113611803e-97,4.75910929645215e-99,"Female"
"224",1148,"cg18174881",-0.071097643180778,0.673706601137794,-22.4024335071218,2.21033787357662e-101,1.62987965832204e-98,219.156987085639,0.635147597074024,0.706245240254805,0.0710976431807812,14,45723353,"F","II","C14orf106","TSS1500","shore","TSS1500-shore","chr14:45722148-45722802","rs372416655;rs566300587;rs534095394;rs138830079","6;14;39;51",1.61563575120213e-97,1.12473093997934e-94,7.92648601231479e-99,"Female"
"225",1170,"cg23008871",-0.0560280103714921,0.294240036300218,-22.1894739997629,1.1632644156486e-99,8.41649643528293e-97,215.200348528614,0.263853877449548,0.319881887821042,0.056028010371494,17,45949743,"R","I","","IGR","island","IGR-island","chr17:45949676-45949885","rs552199645;rs565634561;rs142873253","19;14;5",2.94809084169192e-100,2.14585271159206e-97,4.03190562350634e-97,"Female"
"226",1173,"cg15148145",-0.0740194187646375,0.595819884791716,-22.1725430851871,1.59240101011762e-99,1.14919358933316e-96,214.886866448875,0.555676288727828,0.629695707492469,0.0740194187646411,2,164539743,"R","II","FIGN","Body","opensea","Body-opensea","","rs149823485","49",5.92219137603741e-91,3.76654486117004e-88,5.49477431220097e-97,"Female"
"227",1178,"cg09558509",-0.058067089666087,0.593370237077297,-22.1338182372445,3.26370094058777e-99,2.3453292965443e-96,214.170463917968,0.561878206593067,0.619945296259156,0.0580670896660889,17,27939837,"R","II","ANKRD13B","ExonBnd","island","ExonBnd-island","chr17:27939298-27940770","","",3.77879659539773e-99,2.69489320162247e-96,1.11625760936693e-96,"Female"
"228",1194,"cg01343041",-0.052971940140203,0.440551223556183,-22.0234045258883,2.51376987364183e-98,1.7822144177093e-95,212.132444968845,0.411822489891435,0.464794430031639,0.0529719401402038,2,24397787,"R","II","C2orf84","TSS200","island","TSS200-island","chr2:24397645-24398194","rs544478691;rs562555492;rs76287190;rs545521521;rs560610717","44;30;29;9;7",2.34237082168013e-99,1.67897610083076e-96,8.41235255257234e-96,"Female"
"229",1196,"cg01066472",-0.0928760630650722,0.501941467680575,-22.0198032383723,2.68654267988727e-98,1.90152188043997e-95,212.066087678687,0.451571183477945,0.544447246543019,0.0928760630650741,1,75591029,"F","I","","IGR","island","IGR-island","chr1:75590817-75591354","rs544824280;rs563136437","10;46",1.49810892237242e-96,1.03104362544185e-93,8.95195223707157e-96,"Female"
"230",1197,"cg19098932",-0.054210583640528,0.468024227974521,-22.0113108947428,3.14236471675461e-98,2.22229240361008e-95,211.909636750711,0.438623729992057,0.492834313632586,0.0542105836405293,1,2345152,"F","I","PEX10","TSS1500","shore","TSS1500-shore","chr1:2345891-2346156","rs115843065;rs558462057","32;35",6.55258506476229e-98,4.59943114989865e-95,1.04483963273709e-95,"Female"
"231",1198,"cg09065876",-0.0574714307869823,0.449398716896417,-22.005608547629,3.49099185665888e-98,2.46678205298368e-95,211.804607569346,0.418229735280089,0.475701166067073,0.0574714307869838,17,45949756,"R","I","","IGR","island","IGR-island","chr17:45949676-45949885","rs552199645;rs565634561;rs142873253","32;27;18",1.47448343649861e-97,1.02900588797618e-94,1.15827827674846e-95,"Female"
"232",1200,"cg14721981",-0.066152145827521,0.653464289063255,-22.0007168552515,3.82066610848322e-98,2.69523478012628e-95,211.714524103653,0.617587419652764,0.683739565480287,0.0661521458275236,20,21381070,"R","II","","IGR","shelf","IGR-shelf","chr20:21376358-21378245","rs142517674","26",1.93942869563821e-95,1.31236690465047e-92,1.26226679147459e-95,"Female"
"233",1203,"cg12101586",-0.0621451845460217,0.558934209063968,-21.990601551735,4.60426471306097e-98,3.23991353091813e-95,211.528287470484,0.525230469864612,0.587375654410637,0.0621451845460248,15,75019203,"F","I","CYP1A1","TSS1500","island","TSS1500-island","chr15:75018186-75019336","","",5.94492560788282e-97,4.10148024479363e-94,1.51792147795049e-95,"Female"
"235",1210,"cg08122831",-0.0547062712210469,0.624196649968409,-21.9248539274767,1.54587566085367e-97,1.08150355541557e-94,210.31919107908,0.594527321423122,0.649233592644171,0.0547062712210494,2,213697579,"F","II","","IGR","island","IGR-island","chr2:213696349-213698050","rs34680833;rs565603375","11;15",1.89166826325512e-96,1.29663214025548e-93,5.05348380770604e-95,"Female"
"236",1222,"cg01540595",-0.0789260402409465,0.457474977398352,-21.8096039082307,1.28433687979422e-96,8.89705980764357e-94,208.205654076542,0.414670330574128,0.493596370815077,0.0789260402409492,1,75590960,"F","II","","IGR","island","IGR-island","chr1:75590817-75591354","","",1.85592985909185e-98,1.31581851935344e-95,4.12897022817158e-94,"Female"
